Balda,RegCasa,place_id,Latitude,Longitude
الجديدة حي القلعة,مرجعيون,,,
الجديدة حي المدارس,مرجعيون,,,
الجرمق,جزين,ChIJHy2e7cTqHhURdDAGh-Js5ps,33.3854614,35.5349278
الجليسة,جبيل,ChIJ66-GViFbHxURMGOI3VUvJSc,34.1158459,35.6917252
الجليلية,الشوف,,,
الجميجمه,بنت جبيل,ChIJR6XStqybHhUR7EOsJUgf0Bk,33.20627,35.4408712
الجميلية,الشوف,ChIJc87qEwTlHhURAFepgP2a8b0,33.600289,35.426453
الجوار,المتن,ChIJpYqNDwc4HxURPLOz4N-DWwU,33.9284293,35.7312577
الجيه,الشوف,ChIJYRHesg_jHhURQtPUMa2lnU8,33.6700643,35.4253006
الحارة,صيدا,ChIJ2UhcHCLwHhURHpmEMia8TLM,33.5575701,35.3849148
الحازمية,بعبدا,ChIJsY4FKZEXHxURDIkFFznrgDU,33.8553409,35.5358859
الحجة,صيدا,ChIJWwHdPXLyHhURDLKPLFQ0gg8,33.4773329,35.38100319999999
الحدادين,طرابلس,ChIJB_nZOKH2IRURg8NWvZfNgpg,34.4337224,35.8453332
الحدث الشمالي,بعلبك,,,
الحدث الغربي,بعلبك,,,
الحدث قبلي,بعبدا,,,
الحديد,طرابلس,ChIJgWKwlKD2IRUR4lChAOh_NBE,34.4358154,35.8460061
الحرف,جزين,ChIJlQwR4GXnHhUR0OgHjwp08EY,33.5765023,35.5578758
الحريقة,الهرمل,ChIJdf2ZZGJPIhURZGzk46ZLsrA,34.4877297,36.3792182
الحسانيه,جزين,ChIJXWlxhB7vHhURjj3fWqiFJA8,33.5200144,35.4511705
الحصون,جبيل,ChIJqY6aIqlaHxURxlkspRPsTv4,34.0927702,35.7365545
الحصين,كسروان,ChIJ0Qx-jb5FHxURJic0zvlDdgw,34.0385036,35.7154381
الحلانية,بعلبك,ChIJ_cABg922GBURUCP7hEN-1Js,33.8859143,36.0406494
الحلوسية,صور,ChIJX-CA3xWPHhUROO3Zh2dprfI,33.3078751,35.3262046
الحمصيه,جزين,ChIJDTCz04_nHhURbltS4GjVukA,33.5489686,35.5566651
الحميرة,عكار,ChIJ6bQwptEvIhURuuBFGe1b678,34.6210644,36.0809788
الحميري,صور,ChIJlV2RL5B9HhURCHSZ-8Y_Ds8,33.2704888,35.2037641
الحنيه,صور,ChIJOZgG_nCAHhURmpjmjIEWCg0,33.1866114,35.2227648
الحوش,راشيَا,ChIJMRo_zmzQHhURPmbV9MQsRVQ,33.4760975,35.7550954
الحوشب,عكار,ChIJzXp7CxowIhUR7taXEVVwzX8,34.595325,36.10156980000001
الحويش,عكار,,,
الحيصا,عكار,ChIJ_Uv3EXclIhURDjMr1DM26Fo,34.5874359,36.0577572
الخاربة,جبيل,,,
الخرايب,صيدا,ChIJLQfeCEiJHhURipjuAKboWfY,33.3433557,35.2994544
الخرنوب,الضنية,,,
الخريبة,الشوف,ChIJzXtww1ffHhURjlgVysvbGcE,33.6484988,35.6440167
الخريبه,بعبدا,ChIJTfRnql46HxUR5KO21gDpee0,33.8246826,35.7172519
الخريبه حي الجامع,بعلبك,,,
الخضر جنوبي,بعلبك,ChIJD6_730W6GBUR8IvzC2-DlRI,33.9036226,36.1205594
الخضر حي آل الاشعل,بعلبك,,,
الخضر حي الشعب,بعلبك,,,
الخضر شرقي,بعلبك,ChIJD6_730W6GBUR8IvzC2-DlRI,33.9036226,36.1205594
الخضر غربي,بعلبك,ChIJD6_730W6GBUR8IvzC2-DlRI,33.9036226,36.1205594
الخله,المتن,ChIJQQfNBc05HxUR6valpRNKd2c,33.8924092,35.72756
الخلوات,حاصبيا,ChIJEbSg0oDFHhURiNNNiaG5SBA,33.4176676,35.7386365
الخنشارة,المتن,ChIJf8lmSwI4HxURlObwL0El3tM,33.9235589,35.7380588
الخياره,البقاع الغربي,ChIJrfNkDzAsHxUR5vgTzaPO6nk,33.6919954,35.8396115
الخيام جنوبي,مرجعيون,ChIJB5p2yQq_HhUR8cmVmvvHKFY,33.3294132,35.6148488
الخيام شرقي,مرجعيون,ChIJB5p2yQq_HhUR8cmVmvvHKFY,33.3294132,35.6148488
الخيام شمالي,مرجعيون,ChIJB5p2yQq_HhUR8cmVmvvHKFY,33.3294132,35.6148488
الخيام غربي,مرجعيون,ChIJB5p2yQq_HhUR8cmVmvvHKFY,33.3294132,35.6148488
الدامور,الشوف,ChIJZZIsZpUdHxURjAcoEarWwG4,33.730609,35.4547306
الدبابية,عكار,ChIJcSOKsis0IhURotkFFHxDzJQ,34.6224992,36.2162279
الدبيه,الشوف,ChIJif7ePYPhHhURWsVG7-H76VU,33.66500389999999,35.4878752
الدغلة,عكار,ChIJUQwC4AI3IhURmJnQ5T-d5rc,34.5811001,36.210214
الدكرمان,صيدا,,,
الدكوانه,المتن,ChIJpYsqg0oWHxURju7gIgVyRYk,33.8793878,35.543721
الدكوة,البقاع الغربي,ChIJses35wMtHxUREFYsu4TtJCo,33.6924416,35.8774428
الدلافه,حاصبيا,,,
الدلهمية,زحلة,,,
الدليبه,بعبدا,ChIJ1TugjHA5HxURcgUhlQcHOS0,33.879205,35.6891526
الدوار,المتن,ChIJW7NrHFU4HxUR1pg0SYh4cEg,33.905454,35.6994627
الدوره,عكار,ChIJTa1UdX43IhURIKv9dqhefU0,34.5448017,36.2142774
الدوسه,عكار,,,
الدوق,البترون,ChIJ70BnZXhXHxURtGeAU5cs7qg,34.1950965,35.7469061
الدوير,النبطية,ChIJF6SOce2SHhURLgN83J2dcpU,33.3901493,35.4183324
الديشونية,المتن,,,
الديمان,بشري,ChIJLariGIcBIhURFggkRp1zS4U,34.2444887,35.9518013
الرابية,المتن,ChIJV0tuu18-HxURdJ4f1XDy-3M,33.91653350000001,35.6077849
الراسية التحتا,زحلة,,,
الراسية الفوقا,زحلة,,,
الرام,بعلبك,ChIJvwmXZwAMIhURIidxJ8R8vnk,34.1709034,36.1784178
الرامه,عكار,ChIJGVfLoOlMIhUR0suE2c3jCc4,34.6195861,36.3785813
الراموط,جبيل,ChIJiVvlqIlmUjoRPTJg0PpRWFk,13.0657728,80.2295649
الرجمة,عاليه,ChIJwbWOWBwjHxURIjHuDwPnvnc,33.7888041,35.6131585
الرشيديه,صور,ChIJaYZIa6uAHhURhpzMVtQnEyQ,33.2379858,35.2190088
الرفيد,راشيَا,ChIJzTEZq3LWHhUREiJdxpcx2B4,33.5721587,35.8172814
الرمادية,صور,ChIJz1xuMhSBHhURhgSAEiHfzw0,33.1986582,35.2760089
الرمانة,طرابلس,ChIJG_NwFaf2IRUR6E6tqINa4Xo,34.4366879,35.8429437
الرملية,عاليه,ChIJl0eCs4sjHxURvDw3j5WPqJ0,33.748054,35.6503736
الرميل,بيروت,ChIJQzXB-vkWHxURbHMb2ZL08YE,33.89556570000001,35.51714630000001
الرميله,الشوف,ChIJZyqSEyjlHhURhC-WAoSzK6w,33.6110737,35.4004954
الروضه,البقاع الغربي,ChIJrzLYXPQyHxURphU76Ob43zA,33.74842,35.8790808
الريحان,جزين,ChIJkSIduADqHhURrmgSW6Fvr1k,33.44438650000001,35.5676156
الريحانه,جبيل,EjXYo9mI2KrZiNiz2KrYsdin2K8g2KzYqNmK2YQgLSDYrNmI2YbZitmH2Iwg2YTYqNmG2KfZhg,33.99364,35.6442463
الريحانية,عكار,ChIJXeZYfHEwIhURntrAmVHZmhE,34.583687,36.116741
الريش الغربي,بعلبك,,,
الريش حي الشميس,بعلبك,,,
الزرارية,صيدا,ChIJJSoTA5OOHhURHJlp0Jg_VXE,33.3421025,35.33265220000001
الزرازير,بعلبك,ChIJ9UEFaGUIIhUR-llQoeY1PLI,34.1480812,36.1016081
الزعرورية,الشوف,ChIJn9jGZyrhHhURjporOn5bh5g,33.6147214,35.520743
الزعيتره,كسروان,ChIJWTbvav1EHxURbjIg_4RgNo0,34.0691295,35.6957412
الزغرين,المتن,ChIJhxlMMmw4HxURAGUr6Hy_r-w,33.9254957,35.714219
الزلقا,المتن,ChIJbzq8ufs9HxURyh2dkT3Z4ok,33.9027786,35.5758587
الزلوطيه,صور,ChIJBSit2xwrHBURaiOouA_D6Yk,33.1094269,35.2469503
الزهرية,طرابلس,ChIJ5alWMxz0IRUR1oVGKTjUVQs,34.4403202,35.8433528
الزواريب,عكار,ChIJi6Pbcb8kIhUR0CGtHyqW0h0,34.5308003,36.0716729
الزويتيني,صيدا,,,
السبيل,صيدا,ChIJPYNajhHx9xQRoZlw9JSMcDw,30.5990702,31.50465059999999
السراي,صيدا,ChIJ4XsaNDvwHhUR-lR7b2RszwM,33.5539249,35.3792357
السريرة,جزين,,,
السعيده,بعلبك,ChIJxam0KnuvGBURbpNxYpAQDro,34.0187088,36.0812506
السفري,بعلبك,ChIJi1cvtJqwGBURQCu8agnbims,33.9219897,36.0796158
السفيرة,الضنية,,,
السفيلة,المتن,ChIJITpN9m05HxURrvrPedhYChI,33.8847575,35.6859509
السكسكية,صيدا,ChIJba57rUGLHhURLgwBtcZBSho,33.4364972,35.28364940000001
السلطان يعقوب التحتا,البقاع الغربي,ChIJtf_i0ekrHxURGNBok9JnNEs,33.6426443,35.8420224
السلطان يعقوب الفوقا,البقاع الغربي,ChIJg1Z8JIUrHxUR5As810nrTWI,33.6457078,35.8629381
السلطانيه,بنت جبيل,ChIJ9WJpvzubHhUR0rt7GFPvBw0,33.2048244,35.4053397
السماعية,صور,ChIJT4LOfLiAHhUR5LPPu42LJ_8,33.2218122,35.2361599
السماقية,عكار,ChIJixD8oDQvIhURyBggOHDyHjo,34.6394111,36.0034886
السمقانية,الشوف,ChIJUYs1E3ogHxURhCBCDHpHrNk,33.67001930000001,35.5995481
السمونيه,عكار,ChIJc1qrAQklIhURuski9IpX5Vk,34.5736893,36.0487356
السنديانة,عكار,,,
السهله,عكار,ChIJO_Mer49LIhURZOTv1YJnNOU,34.6039657,36.3412444
السويسة,الهرمل,ChIJM-29zuJGIhUR5J4Z_x7xNcc,34.4629136,36.3082348
السويقة,طرابلس,ChIJYRcnIR30IRUR_he70c3tURw,34.4414178,35.8402776
الشارع,صيدا,ChIJaRixV_vNskwR5h-lMIM4Lp0,43.4567475,-70.9478408
الشاويه والقنيطره,المتن,,,
الشبانية,بعبدا,ChIJ5eJMm_w6HxURTJm7z8RHOrU,33.815598,35.7164824
الشبرقية,البقاع الغربي,ChIJRZyY44MuHxURqKVrrOWcODc,33.7035256,35.8229631
الشبريحا,صور,ChIJy7nsdZOHHhURDhYPPutWEhY,33.292424,35.2302177
الشربين,الهرمل,ChIJ2StWy81FIhURWP_xqwkyNVI,34.4579046,36.3633212
الشرقية,النبطية,ChIJfWmki8WSHhURGL1CA9clI64,33.3999364,35.419487
الشعيتية,صور,ChIJPcqqbRuBHhURfkD6r5FP8s0,33.1965889,35.265484
الشقدوف,عكار,ChIJVR6FK5I5IhUR1DsFo9VDOVs,34.5282085,36.189632
الشهابيه,صور,ChIJiy-YXzaFHhURftrYOa1Fyts,33.2426436,35.38351919999999
الشواغير التحتا,الهرمل,,,
الشواغير الفوقا,الهرمل,,,
الشوير,المتن,ChIJuUEidzc4HxUR5GLv3HzZ2cU,33.9053957,35.7218385
الشويفات حي الامراء,عاليه,,,
الشويفات حي العمروسية,عاليه,ChIJvzr7l7kZHxURFLW-Hq4fbXQ,33.8267976,35.5090378
الشويفات حي القبة,عاليه,,,
الشياح بئر العبد,بعبدا,ChIJs8STf3EXHxURhARuWvEzDz4,33.8630206,35.51425529999999
الشياح حي الكنيسة,بعبدا,,,
الشياح حي كرم الزيتون,بعبدا,ChIJ-7Ahw1YWHxURZ5tqyUZUWR8,33.8900051,35.5261951
الشيخ زناد,عكار,ChIJr6IeuBEmIhURwHba2nqtffk,34.607356,35.9900115
الشيخ طابا,عكار,ChIJ2YE07sckIhURaG5cDrGVMns,34.533056,36.0776095
الشيخ عياش,عكار,ChIJ9RqGc641HxURXVMtnWtQFkc,33.854721,35.862285
الشيخ محمد,عكار,ChIJBxF-AdYkIhURjqIkb9SNo9k,34.5494865,36.0835684
الصالحية,صيدا,ChIJu4LgV4_vHhURaJ6ymGlpu6k,33.5600013,35.42338549999999
الصرفند,صيدا,ChIJB6_WSE2LHhURYj4uY-hila8,33.4514857,35.29069030000001
الصفرا,كسروان,ChIJlz7pW2BBHxURovTDPlqSDGA,34.0417657,35.6296421
الصوانة,مرجعيون,ChIJ-TvZy2OaHhURXBblkR5sdvU,33.2333902,35.4374284
الصوانية,بعلبك,,,
الصويري,البقاع الغربي,ChIJL8jpTiUtHxURX5NiPRsEBJM,33.68938,35.90338
الصيفي,بيروت,ChIJPyaYvuQWHxURpgvYgEcRH8k,33.8945287,35.5099475
الضبيه,المتن,ChIJTfNyRUo-HxURkFdYJTK-404,33.9329151,35.5892181
الطيبة,بعلبك,ChIJoQl_36KkGBURsvP0IU3Kh7Q,33.9583477,36.1665826
الطيري,بنت جبيل,ChIJjcmjZSidHhURNCfr5MVbrUU,33.13927049999999,35.4005877
الظهيرة,صور,,,
العاقورة,جبيل,ChIJE9oiBrpUHxURHK_A8TpFQD8,34.1214952,35.9040648
العاقورة - م,جبيل,ChIJE9oiBrpUHxURHK_A8TpFQD8,34.1214952,35.9040648
العبادية,بعبدا,ChIJ-wT3yeg8HxUR6phyYGX6uHA,33.83673150000001,35.6219025
العبده,عكار,ChIJyQPWB6ghIhUR-PehBlNf1wU,34.5106038,35.9695183
العبره وشوان,كسروان,,,
العبودية,عكار,ChIJfdsE5L0xIhURzNhvxzUEzP4,34.6337723,36.1168919
العدوسيه,صيدا,ChIJaa6W6wDzHhURvOQ28K7DBk0,33.4727822,35.3427873
العذرا,كسروان,ChIJq4T0bcVAHxURat-65f5TCTA,33.989529,35.6412504
العربانية,بعبدا,ChIJsR82l2Y5HxURJDdBzmqK6BE,33.8777842,35.6798397
العريضة,عكار,ChIJw54FvpkoIhUR8AXXavwTglI,34.6327712,35.9765083
العزونيه,عاليه,ChIJOb5zFyUlHxURSD6LVNsr-88,33.7731445,35.7063599
العطشانة,المتن,ChIJ-xgqnic5HxURfgomdhHu7dY,33.9123551,35.65058459999999
العقبة,راشيَا,ChIJ9VAhKVHRHhURfgDRU8oF-ww,33.5050195,35.82205
العقيبه,كسروان,ChIJEaVyRPRDHxUR9BzAoIVYpgw,34.0541582,35.6400503
العقيدية,بعلبك,,,
العلاق,بعلبك,,,
العلالي,البترون,ChIJZ8ey-blXHxURXDZqVC-pAjk,34.205042,35.7728801
العماير,عكار,ChIJz8bLu9BMIhURf6tSQi0LIFo,34.6294924,36.3868582
العواده,عكار,ChIJ7Y0rCQEhIhURR7lCBnoQbH4,34.5169974,35.9618247
العوينات,عكار,ChIJG_jFFVRKIhURiEAHMXfhuLs,34.6252531,36.30211620000001
العيرون,المتن,ChIJ71cl-VM4HxUR2q9AP2Xy_cg,33.9073013,35.7026719
العيشيه,جزين,ChIJdc1Fn3zqHhURmNNGFN09ekg,33.4083323,35.5564344
العين,بعلبك,ChIJ5QtUt_JuIhURGEc5LYXtyn8,34.2283419,36.3721324
العيون,المتن,ChIJDcr5n1A5HxURNKkakkthzsg,33.8829542,35.6632096
الغابات,جبيل,ChIJNU8-8QBTHxUR4kjqdRHAkL0,34.0818032,35.873415
الغابة,المتن,ChIJJ4B4oKs-HxURUBqMVNF5AKA,33.8819819,35.6424128
الغابون,عاليه,ChIJMQVAjVgiHxURYkxxhBSWAxo,33.7813315,35.5952737
الغازية,صيدا,ChIJTd57D5PxHhURdNlFDFH6kGU,33.5186303,35.3663174
الغباطية,جزين,,,
الغبيري بئر حسن,بعبدا,ChIJs0Jla0UXHxURgsSQ-CrmjL8,33.8673937,35.490393
الغبيري حي الجامع,بعبدا,,,
الغزيله,عكار,ChIJweH0LEAwIhURniPAXLZbi44,34.5954785,36.113068
الغسانيه,صيدا,ChIJ0wWR2TqNHhURsqUDVGDI3HQ,33.4178943,35.3583989
الغندوريه,بنت جبيل,ChIJY3Wg5V6QHhURvMpsl_Efj70,33.2720455,35.4310264
الغينه,كسروان,ChIJu2zOz3VFHxURLlPP7nXBS1Y,34.0534017,35.7235765
الفاكهه,بعلبك,ChIJT4yQTzJvIhURSCyHkzvVEWI,34.2434573,36.4060475
الفاكهه مار جرجس,بعلبك,,,
الفتاحات وهربونا,البترون,,,
الفرديس,حاصبيا,ChIJrVm-GErHHhURQH6Rpx85K28,33.35,35.6583333
الفرزل التحتا,زحلة,,,
الفرزل الفوقا,زحلة,,,
الفريديس,الشوف,ChIJ-5qvU5kmHxURcGLA1ksMqg4,33.71029,35.6801359
الفريكه,المتن,ChIJ4VLjGMo4HxURsDMHddGlF0k,33.9359255,35.6582809
الفنار,المتن,ChIJjc5PeY89HxURdhwWgVfvORE,33.8798483,35.578307
الفوارة,الشوف,ChIJSa7rpUchHxURdqw4o2Hwt4w,33.7108856,35.6400334
الفيدار,جبيل,ChIJS_IkPl9DHxURrt8niZ0Usv8,34.0985261,35.65168980000001
القادريه,زغرتا,ChIJnV6tigYeIhURMkNRsL5r5OE,34.4145299,35.9233372
القاع,بعلبك,ChIJw-2EBlZcIhUR7PTCqopC_Ys,34.3418532,36.4801848
القبة,طرابلس,ChIJbZOPciD0IRUR-Hw-VZfEKd0,34.4357673,35.8513044
القبيات,عكار,ChIJBTX6-sZJIhURgjUb4Z_0_5w,34.571583,36.2815234
القبيات الذوق,عكار,ChIJU-2aI8dJIhURrrNbNWv8J1M,34.5734071,36.2859203
القبيات الضهر,عكار,Eh1IYWxiYSAtIFFvdWJhaXlhdCBSZCwgTGViYW5vbg,34.5851039,36.1085948
القبيات الغربية,عكار,ChIJ3ZJcsSA2IhURkOfWlKUHtHk,34.5804942,36.2621362
القبيات القطلبه,عكار,ChIJZZVL9khIIhURUjGvSddjpFA,34.5490158,36.2875867
القبيات غوايا,عكار,,,
القبيات مرتموره,عكار,,,
القدام,بعلبك,ChIJby6mcRUMIhURWAJNzCa8A3Y,34.182402,36.1957834
القرعون,البقاع الغربي,ChIJl7W-DMDZHhURSHd6ARYWz8o,33.5668939,35.7192567
القرقف,عكار,ChIJD3ODfDciIhURonSVw7FiSqY,34.4844446,36.0208222
القرنة,عكار,ChIJh4_IEGU9IhUR6khCdA5O7us,34.4416293,36.1191383
القرنية,الهرمل,,,
القريات,عكار,ChIJ61Ftg6cYIhURehJLNlqREtI,34.544034,36.07983
القرية,صيدا,ChIJ-aD4LVWIHhUREm1GmAhMDxw,33.5570648,35.3729467
القرين,الضنية,ChIJ2TCcSREZIhURsuC9rOZtbFY,34.3985653,36.0321171
القصر,الهرمل,ChIJeeegsx5QIhURSjVnbiMK-E0,34.4785661,36.4385929
القصيبة,بعبدا,ChIJNc65eAk8HxURmPSqe1604sg,33.8668983,35.6504791
القصير,مرجعيون,ChIJIy-zrheRHhURvBgMKU01mqA,33.2929037,35.4538844
القطاره,جبيل,ChIJN4EPB_9WHxUR-B4lXnaHS44,34.1835359,35.7872093
القطراني,جزين,ChIJY5Wm1DPCHhURxnV3ORo1NqE,33.4399501,35.6044038
القطين,الضنية,ChIJ3fLDkWsZIhURtLQvP00mr_M,34.3913162,36.0287873
القعقور,المتن,ChIJ9WzR2so5HxURHul_x5mBeCo,33.8959678,35.7209203
القلعة,بعبدا,ChIJYwQt-A06HxURIOlRrucMyZI,33.8395718,35.7299299
القلمون,طرابلس,ChIJLZZYw33wIRURJkb4tL1s8rs,34.3863898,35.782652
القليعات,كسروان,ChIJayg2ArRHHxURAJDzhGInptA,33.9721809,35.71381119999999
القليعة,مرجعيون,ChIJEfStHH6VHhUR7G8-H9QYxYU,33.3271861,35.5654858
القليلة,صور,ChIJg7JLyImAHhUR8lQ9ED012qw,33.1979773,35.2291122
القماطيه,عاليه,ChIJ1QqYQcUiHxUR5vbxP0rH83g,33.8100863,35.5973259
القمامين,الضنية,ChIJ734eaIQ9IhURBABkFct-jX4,34.4214085,36.1395938
القناية,صيدا,ChIJmUuAtqrx9xQR6BrLLd1JQFE,30.5884237,31.4903744
القنطرة,مرجعيون,ChIJVYWeb9mQHhURkHCHECH8PNo,33.2735667,35.4636549
القنيطرة,صيدا,ChIJ214Z9vHtHhURhk5kZbzS7o0,33.479892,35.4005078
القوزح,بنت جبيل,ChIJQc40AdQpHBURYKY0740WzRY,33.1163676,35.3414799
الكحاله,عاليه,ChIJAzWOJDU9HxURUjjnOPctWnE,33.8260123,35.5859393
الكحلونية,بعبدا,,,
الكحلونيه,الشوف,ChIJi7d8aZXfHhURVpCxuYykx5M,33.6491247,35.5901363
الكرك,زحلة,ChIJcVRGF8jKGBURZhWadlSfyEk,33.8483245,35.9270676
الكرمه,زحلة,ChIJLYnm-8zKGBURx9nWUgIMutY,33.8436,35.9175524
الكشك,صيدا,,,
الكفر,جبيل,ChIJCf2W8p1aHxURgDsb6wD-9fk,34.1102257,35.7400595
الكفور,كسروان,ChIJG9aQEi1EHxURctEEtTYdHvs,34.0305012,35.695003
الكفير,حاصبيا,ChIJpXeJcX3FHhUR6rrnsNCoW2M,33.4300014,35.7396756
الكنان,صيدا,,,
الكنيسة,الشوف,ChIJ81_iYNAhHxURNheaue65630,33.7200478,35.5742177
الكنيسه,بعلبك,ChIJteJHufIJIhURVujXO4dEchg,34.1148888,36.1665019
الكواخ,الهرمل,ChIJuyiQ_Z5FIhUR7tnVGBdSRI8,34.4665343,36.3899711
الكواشره,عكار,ChIJEV6Zu5E2IhURBACz4cWYUy8,34.6120634,36.2082635
الكويخات,عكار,ChIJ9QpftrI6IhUR-M_0JnmXdGc,34.5753978,36.0897763
اللبوه,بعلبك,ChIJwWl1JwZuIhURMuHs9PcX_rA,34.196821,36.3538435
اللقلوق,جبيل,ChIJbYLqrGVUHxUR6vheC4-IU5g,34.1339253,35.8612812
اللوبيه,صيدا,ChIJK1pbLGmLHhUR0G5YddQ9T7Y,33.4283186,35.28854640000001
اللويزه,بعبدا,ChIJH_gcA_4XHxURWqpebDSss3o,33.8356805,35.5656018
الليلكي,بعبدا,ChIJJ-y5KckZHxUREm3V20ymiqs,33.8333436,35.5138922
المالكيه,صور,ChIJL2B2BeiAHhURZCns6ASi3Kg,33.2100671,35.2472857
المتين,المتن,ChIJF9Q-L4E3HxURaJgh_l0NbI8,33.89342060000001,35.7438242
المجادل,صور,ChIJIzKmC-OEHhURaH1ECwawxf4,33.2294748,35.3601227
